[0.000000] (-) TimerEvent: {}
[0.002382] (my_pick_and_place_pkg) JobQueued: {'identifier': 'my_pick_and_place_pkg', 'dependencies': OrderedDict()}
[0.003901] (robotiq_controllers) JobQueued: {'identifier': 'robotiq_controllers', 'dependencies': OrderedDict()}
[0.003960] (robotiq_description) JobQueued: {'identifier': 'robotiq_description', 'dependencies': OrderedDict()}
[0.003977] (ur_description) JobQueued: {'identifier': 'ur_description', 'dependencies': OrderedDict()}
[0.003990] (ur_simulation_gz) JobQueued: {'identifier': 'ur_simulation_gz', 'dependencies': OrderedDict([('ur_description', '/home/bin1225/ur_ws/install/ur_description')])}
[0.004005] (ur_description) JobStarted: {'identifier': 'ur_description'}
[0.011210] (my_pick_and_place_pkg) JobStarted: {'identifier': 'my_pick_and_place_pkg'}
[0.019260] (robotiq_controllers) JobStarted: {'identifier': 'robotiq_controllers'}
[0.022218] (robotiq_description) JobStarted: {'identifier': 'robotiq_description'}
[0.025002] (ur_description) JobProgress: {'identifier': 'ur_description', 'progress': 'cmake'}
[0.025810] (ur_description) JobProgress: {'identifier': 'ur_description', 'progress': 'build'}
