[0.000000] (-) TimerEvent: {}
[0.000731] (my_pick_and_place_pkg) JobQueued: {'identifier': 'my_pick_and_place_pkg', 'dependencies': OrderedDict()}
[0.000781] (robotiq_controllers) JobQueued: {'identifier': 'robotiq_controllers', 'dependencies': OrderedDict()}
[0.000794] (robotiq_description) JobQueued: {'identifier': 'robotiq_description', 'dependencies': OrderedDict()}
[0.000803] (ur_description) JobQueued: {'identifier': 'ur_description', 'dependencies': OrderedDict()}
[0.000811] (ur_simulation_gz) JobQueued: {'identifier': 'ur_simulation_gz', 'dependencies': OrderedDict([('ur_description', '/home/bin1225/ur_ws/install/ur_description')])}
[0.000822] (ur_description) JobStarted: {'identifier': 'ur_description'}
[0.010265] (my_pick_and_place_pkg) JobStarted: {'identifier': 'my_pick_and_place_pkg'}
[0.016700] (robotiq_controllers) JobStarted: {'identifier': 'robotiq_controllers'}
[0.018978] (robotiq_description) JobStarted: {'identifier': 'robotiq_description'}
[0.023378] (ur_description) JobProgress: {'identifier': 'ur_description', 'progress': 'cmake'}
[0.024181] (ur_description) JobProgress: {'identifier': 'ur_description', 'progress': 'build'}
